HORA (UTC),"VENTO, DIREï¿½ï¿½O HORARIA (gr) (ï¿½ (gr))","VENTO, VELOCIDADE HORARIA (m/s)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),TEMPERATURA Mï¿½XIMA NA HORA ANT. (AUT) (ï¿½C),TEMPERATURA Mï¿½NIMA NA HORA ANT. (AUT) (ï¿½C),"UMIDADE RELATIVA DO AR, HORARIA (%)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)","PRECIPITAï¿½ï¿½O TOTAL, HORï¿½RIO (mm)","VENTO, RAJADA MAXIMA (m/s)",PRESSï¿½O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSï¿½O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)
09:00,0.5735764363510459,0.9,68.0,63.0,19.0,18.2,65.0,888.0,0.0,3.1,888.1,887.7
10:00,0.40673664307580043,1.3,68.0,64.0,18.8,18.1,64.0,888.4,0.0,2.7,888.4,888.0
11:00,0.6156614753256584,2.2,68.0,55.0,20.7,18.2,57.0,889.1,0.0,3.3,889.1,888.4
12:00,0.15643446504023098,2.1,58.0,50.0,22.3,20.7,52.0,889.6,0.0,4.6,889.7,889.1
13:00,0.5446390350150273,3.2,52.0,45.0,23.6,21.9,46.0,889.8,0.0,5.5,889.9,889.6
14:00,-0.19080899537654472,2.7,47.0,40.0,24.7,22.9,43.0,889.7,0.0,6.2,889.9,889.7
15:00,0.9902680687415704,1.4,43.0,35.0,25.2,23.7,37.0,889.1,0.0,5.8,889.7,889.1
16:00,-0.9135454576426011,1.6,38.0,31.0,26.1,24.6,31.0,888.3,0.0,5.1,889.1,888.3
17:00,-0.7771459614569706,1.7,33.0,29.0,26.9,25.3,30.0,887.3,0.0,4.3,888.3,887.3
18:00,-0.9271838545667873,2.2,33.0,30.0,27.2,25.6,30.0,886.9,0.0,5.4,887.3,886.8
19:00,-0.4539904997395467,2.5,33.0,30.0,26.7,25.7,32.0,886.8,0.0,5.4,886.9,886.7
20:00,-0.48480962024633695,3.4,39.0,32.0,26.2,24.4,38.0,887.1,0.0,5.9,887.1,886.8
21:00,-0.32556815445715676,2.3,43.0,38.0,24.4,22.5,43.0,887.5,0.0,6.2,887.5,887.1
22:00,0.17364817766693028,1.7,51.0,43.0,22.5,20.8,51.0,887.8,0.0,5.0,887.8,887.5
23:00,0.05233595624294381,1.9,59.0,50.0,21.2,19.7,59.0,888.1,0.0,4.6,888.1,887.8
00:00,0.01745240643728344,2.1,64.0,59.0,19.8,18.7,64.0,888.4,0.0,4.9,888.4,888.1
01:00,-0.0348994967025009,2.8,68.0,64.0,19.0,17.9,68.0,888.6,0.0,4.9,888.7,888.4
02:00,0.01745240643728344,2.3,69.0,66.0,18.3,17.8,66.0,888.5,0.0,5.4,888.7,888.4
03:00,0.37460659341591224,2.0,69.0,65.0,18.2,17.2,69.0,888.5,0.0,5.3,888.5,888.4
04:00,0.4226182617406995,2.1,71.0,68.0,17.4,16.7,69.0,888.3,0.0,4.9,888.5,888.3
05:00,0.2756373558169992,1.6,73.0,69.0,17.0,15.9,73.0,888.1,0.0,4.3,888.3,888.1
06:00,0.4226182617406995,2.2,73.0,70.0,16.3,15.8,72.0,887.8,0.0,4.8,888.1,887.8
07:00,0.39073112848927377,1.9,73.0,70.0,15.8,15.5,70.0,887.6,0.0,4.0,887.8,887.5
08:00,0.6427876096865395,2.1,70.0,66.0,16.0,15.7,67.0,887.8,0.0,3.9,887.9,887.5
09:00,0.6293203910498374,2.0,70.0,66.0,15.9,14.9,69.0,888.2,0.0,3.6,888.2,887.8
10:00,0.6819983600624986,2.2,70.0,67.0,15.4,15.1,67.0,888.4,0.0,4.3,888.4,888.2
11:00,0.8571673007021123,2.5,67.0,55.0,17.7,15.4,56.0,889.0,0.0,5.1,889.0,888.4
12:00,0.9335804264972017,4.0,56.0,49.0,19.1,17.6,50.0,889.4,0.0,7.1,889.5,889.0
13:00,0.8480480961564261,4.0,50.0,44.0,20.3,18.9,46.0,889.5,0.0,7.1,889.7,889.4
14:00,0.9975640502598242,3.9,48.0,44.0,21.8,19.9,46.0,889.2,0.0,6.4,889.6,889.2
15:00,0.5591929034707469,2.9,47.0,41.0,22.8,21.1,43.0,888.7,0.0,6.6,889.3,888.7
16:00,0.992546151641322,2.5,45.0,40.0,23.9,22.1,42.0,888.0,0.0,5.8,888.8,888.0
17:00,0.7431448254773942,2.5,43.0,39.0,24.8,23.5,42.0,887.1,0.0,5.6,888.0,887.1
18:00,0.20791169081775931,1.9,43.0,40.0,24.4,23.4,42.0,886.3,0.0,5.1,887.1,886.3
19:00,0.6819983600624986,2.3,44.0,41.0,24.3,23.4,44.0,886.2,0.0,4.4,886.3,886.2
20:00,0.8290375725550417,1.6,45.0,41.0,24.2,23.1,45.0,886.2,0.0,4.1,886.3,886.2
21:00,0.6819983600624986,2.0,51.0,45.0,23.1,21.7,51.0,886.7,0.0,3.2,886.7,886.2
22:00,0.8746197071393959,1.9,52.0,50.0,21.7,21.3,51.0,887.1,0.0,4.4,887.2,886.7
23:00,0.9702957262759965,2.4,54.0,51.0,21.3,20.0,54.0,887.4,0.0,4.5,887.4,887.1
00:00,0.9659258262890683,2.5,58.0,53.0,20.5,19.5,57.0,887.7,0.0,4.8,887.7,887.4
01:00,0.9902680687415704,4.1,59.0,57.0,19.7,19.2,58.0,888.1,0.0,6.6,888.1,887.7
02:00,0.90630778703665,2.6,60.0,58.0,19.3,18.6,60.0,888.0,0.0,6.6,888.1,888.0
03:00,0.9335804264972017,2.8,65.0,59.0,18.7,17.6,60.0,888.0,0.0,5.0,888.1,888.0
04:00,0.8571673007021123,1.3,67.0,59.0,18.5,16.4,67.0,888.0,0.0,5.3,888.1,888.0
05:00,0.90630778703665,1.6,75.0,66.0,16.8,14.8,66.0,887.8,0.0,2.8,888.0,887.7
06:00,0.7313537016191706,2.9,71.0,66.0,17.0,15.3,70.0,887.7,0.0,3.9,887.8,887.6
07:00,0.9510565162951536,2.0,73.0,70.0,16.2,15.6,72.0,887.5,0.0,3.9,887.8,887.5
08:00,0.9659258262890683,2.6,72.0,70.0,16.3,15.7,71.0,887.9,0.0,4.8,887.9,887.5
09:00,0.9781476007338057,2.6,74.0,71.0,16.1,15.3,74.0,888.5,0.0,4.6,888.5,887.9
10:00,0.9961946980917455,2.6,78.0,73.0,15.8,15.3,77.0,888.9,0.0,6.2,888.9,888.4
11:00,0.9876883405951378,2.9,77.0,74.0,16.9,15.6,74.0,889.4,0.0,4.6,889.5,888.9
12:00,0.8571673007021123,3.3,74.0,70.0,18.8,16.9,71.0,890.1,0.0,6.9,890.1,889.4
13:00,0.9902680687415704,3.4,71.0,65.0,20.8,18.7,66.0,890.2,0.0,6.6,890.2,890.0
14:00,0.9659258262890683,3.3,67.0,58.0,23.1,20.3,59.0,889.7,0.0,7.6,890.2,889.7
15:00,0.9902680687415704,3.7,60.0,55.0,24.4,22.4,55.0,888.7,0.0,7.9,889.7,888.7
16:00,0.9612616959383189,2.4,58.0,48.0,24.9,23.1,53.0,887.8,0.0,7.1,888.7,887.8
17:00,0.03489949670250097,2.9,53.0,39.0,26.7,24.6,44.0,887.0,0.0,7.9,887.8,887.0
18:00,0.052335956242943835,3.7,48.0,43.0,26.1,24.3,47.0,886.4,0.0,7.5,887.0,886.4
19:00,0.12186934340514748,3.7,50.0,43.0,25.9,24.1,46.0,886.2,0.0,7.4,886.4,886.2
20:00,-0.034899496702500823,3.4,49.0,44.0,25.5,24.1,49.0,886.5,0.0,7.3,886.5,886.2
21:00,0.39073112848927377,1.2,60.0,49.0,24.2,21.2,60.0,886.9,0.0,5.8,886.9,886.5
22:00,0.7071067811865475,1.8,63.0,58.0,21.7,20.8,63.0,887.4,0.0,3.1,887.4,886.9
23:00,0.6156614753256583,2.0,66.0,62.0,21.2,20.4,66.0,887.8,0.0,4.4,887.8,887.4
00:00,0.5877852522924731,1.6,66.0,65.0,20.7,20.2,66.0,888.0,0.0,4.4,888.0,887.8
01:00,0.981627183447664,2.1,70.0,66.0,20.2,19.1,69.0,888.3,0.0,3.5,888.3,888.0
02:00,0.9993908270190958,1.9,78.0,69.0,19.9,17.8,74.0,888.5,0.0,4.6,888.5,888.3
03:00,0.9510565162951535,2.0,78.0,73.0,19.5,18.5,77.0,888.6,0.0,4.6,888.6,888.5
04:00,0.9455185755993167,2.7,80.0,77.0,18.7,17.9,79.0,888.3,0.0,5.3,888.6,888.3
05:00,0.9063077870366499,1.9,81.0,78.0,18.4,17.7,81.0,888.3,0.0,5.5,888.5,888.3
06:00,0.7986355100472928,1.2,91.0,81.0,17.8,15.5,88.0,888.1,0.0,3.8,888.3,888.1
07:00,0.7986355100472928,1.1,88.0,86.0,16.6,15.7,87.0,887.9,0.0,2.2,888.1,887.9
08:00,0.5446390350150271,1.0,92.0,87.0,15.9,14.9,91.0,888.3,0.0,2.2,888.3,887.9
09:00,0.3255681544571567,2.7,94.0,85.0,16.5,14.5,85.0,888.4,0.0,4.2,888.6,888.3
10:00,0.24192189559966773,1.8,88.0,83.0,16.9,15.6,88.0,888.9,0.0,4.7,888.9,888.3
11:00,0.3420201433256687,4.1,88.0,80.0,18.4,16.0,80.0,889.1,0.0,7.6,889.1,888.9
12:00,0.0697564737441253,3.6,80.0,69.0,20.8,18.4,69.0,889.8,0.0,6.9,889.8,889.1
13:00,0.01745240643728351,5.2,69.0,58.0,23.0,20.8,60.0,890.0,0.0,8.4,890.0,889.8
14:00,-0.19080899537654467,5.0,60.0,54.0,24.0,22.5,56.0,889.9,0.0,8.8,890.1,889.9
15:00,-0.034899496702500823,6.5,56.0,49.0,25.5,23.6,51.0,889.2,0.0,11.5,889.9,889.2
16:00,-0.6427876096865396,4.4,54.0,46.0,26.0,24.0,47.0,888.6,0.0,11.5,889.2,888.6
17:00,-0.5591929034707466,3.7,51.0,46.0,26.1,24.4,50.0,888.3,0.0,12.2,888.6,888.3
18:00,-0.6018150231520483,3.8,51.0,43.0,26.4,24.7,43.0,887.8,0.0,10.4,888.3,887.7
19:00,-0.7313537016191703,4.0,45.0,41.0,27.0,24.9,44.0,887.7,0.0,8.3,887.8,887.7
20:00,-0.8829475928589271,3.7,48.0,44.0,25.7,24.6,47.0,887.6,0.0,9.0,887.8,887.6
21:00,-0.5877852522924734,2.4,58.0,47.0,25.0,22.4,58.0,887.8,0.0,7.7,887.9,887.5
22:00,-0.6293203910498378,1.9,64.0,58.0,22.4,21.1,64.0,887.9,0.0,4.4,887.9,887.8
23:00,-0.7313537016191703,1.5,69.0,64.0,21.1,20.0,69.0,888.1,0.0,3.7,888.1,887.9
00:00,-0.4848096202463369,1.3,75.0,69.0,20.1,18.7,75.0,888.2,0.0,3.2,888.3,888.1
01:00,-0.40673664307580015,1.7,79.0,74.0,19.0,17.9,76.0,888.2,0.0,2.5,888.2,888.0
02:00,-0.5735764363510465,1.3,81.0,76.0,18.9,17.7,81.0,888.1,0.0,2.6,888.2,888.1
03:00,-0.6018150231520483,1.1,85.0,80.0,18.2,17.1,85.0,888.0,0.0,2.2,888.1,888.0
04:00,-0.7660444431189781,1.5,89.0,85.0,17.4,16.5,86.0,887.8,0.0,2.2,888.0,887.8
05:00,-0.5877852522924734,1.6,88.0,84.0,17.6,16.7,87.0,887.4,0.0,2.9,887.8,887.3
06:00,-0.6946583704589976,1.7,88.0,85.0,17.5,16.9,88.0,887.2,0.0,2.7,887.4,887.2
07:00,-0.5150380749100545,1.7,89.0,85.0,17.6,16.5,86.0,887.1,0.0,3.0,887.2,887.0
08:00,-0.5150380749100545,2.4,88.0,86.0,17.4,16.8,86.0,887.3,0.0,4.1,887.3,887.1
09:00,-0.22495105434386534,1.5,89.0,86.0,17.3,16.0,89.0,887.7,0.0,3.9,887.7,887.3
10:00,-0.22495105434386534,2.2,92.0,89.0,16.5,15.7,90.0,888.3,0.0,2.9,888.3,887.7
11:00,-0.4226182617406992,2.2,90.0,79.0,19.3,16.5,81.0,888.8,0.0,3.9,888.8,888.3
12:00,-0.5000000000000004,2.8,81.0,69.0,22.5,19.4,70.0,889.5,0.0,5.6,889.5,888.8
13:00,-0.8290375725550416,3.7,70.0,63.0,23.6,22.0,63.0,889.5,0.0,7.3,889.6,889.5
14:00,-0.6691306063588581,3.5,65.0,55.0,24.8,23.0,56.0,889.0,0.0,7.6,889.5,889.0
15:00,-0.9816271834476639,2.8,60.0,48.0,25.8,23.5,51.0,888.4,0.0,6.2,889.0,888.4
16:00,-0.9271838545667874,2.6,54.0,45.0,27.1,24.2,45.0,887.5,0.0,5.9,888.4,887.5
17:00,-0.9876883405951377,2.8,49.0,42.0,27.4,25.3,45.0,886.9,0.0,7.2,887.5,886.9
18:00,-0.9743700647852351,2.8,53.0,44.0,27.0,24.8,52.0,886.4,0.0,6.3,886.9,886.4
19:00,-0.43837114678907746,2.5,54.0,46.0,26.5,24.6,53.0,886.3,0.0,5.2,886.4,886.2
20:00,-0.5299192642332048,2.4,55.0,52.0,25.3,24.8,52.0,886.5,0.0,5.0,886.5,886.3
21:00,-0.9986295347545738,1.2,61.0,51.0,25.0,22.6,60.0,887.0,0.0,4.6,887.0,886.5
22:00,0.24192189559966773,0.5,69.0,60.0,22.6,20.5,68.0,887.5,0.0,2.5,887.5,887.0
23:00,0.17364817766693033,1.1,72.0,68.0,21.0,20.3,72.0,887.8,0.0,2.3,887.8,887.5
00:00,-0.8386705679454243,1.1,78.0,72.0,20.3,18.9,78.0,888.1,0.0,1.9,888.1,887.8
01:00,-0.9205048534524405,1.1,79.0,74.0,19.7,18.6,78.0,888.1,0.0,1.4,888.2,888.1
02:00,-0.9998476951563913,0.4,80.0,77.0,19.5,18.5,79.0,888.1,0.0,1.4,888.2,888.1
03:00,0.6819983600624986,0.6,79.0,74.0,20.0,19.2,77.0,887.9,0.0,1.2,888.2,887.9
04:00,0.8746197071393957,0.1,82.0,77.0,19.4,17.7,80.0,887.7,0.0,1.4,887.9,887.6
05:00,-0.01745240643728356,0.3,87.0,78.0,18.8,16.9,84.0,887.5,0.0,0.9,887.7,887.5
06:00,0.788010753606722,1.3,85.0,80.0,18.1,16.9,83.0,887.4,0.0,2.5,887.6,887.4
07:00,-0.05233595624294437,1.1,85.0,80.0,18.0,17.1,83.0,887.6,0.0,2.5,887.6,887.4
08:00,0.5446390350150271,0.7,85.0,80.0,18.0,17.0,83.0,887.9,0.0,1.5,887.9,887.6
09:00,0.6427876096865393,0.6,87.0,83.0,17.2,16.3,87.0,888.3,0.0,2.2,888.3,887.8
10:00,0.4694715627858908,1.0,90.0,87.0,16.7,15.9,89.0,888.7,0.0,1.7,888.7,888.3
11:00,0.48480962024633706,1.2,89.0,64.0,22.0,16.7,64.0,889.3,0.0,2.1,889.3,888.7
12:00,-0.29237170472273716,2.1,67.0,60.0,23.1,21.8,61.0,889.6,0.0,3.6,889.6,889.3
13:00,0.08715574274765817,3.4,63.0,56.0,24.2,22.7,58.0,889.4,0.0,6.0,889.6,889.4
14:00,-0.29237170472273716,4.1,59.0,51.0,25.7,24.2,53.0,889.1,0.0,8.0,889.4,889.1
15:00,-0.3090169943749477,4.8,55.0,45.0,26.5,24.1,46.0,888.4,0.0,10.3,889.1,888.3
16:00,-0.5877852522924734,3.0,51.0,45.0,26.7,25.3,47.0,887.8,0.0,8.9,888.4,887.8
17:00,-0.6293203910498378,3.2,48.0,39.0,27.5,25.3,40.0,887.0,0.0,7.6,887.8,887.0
18:00,-0.7547095802227722,4.0,44.0,39.0,27.7,25.9,40.0,886.6,0.0,7.8,887.1,886.6
19:00,-0.7547095802227722,3.3,43.0,39.0,27.7,26.5,42.0,886.4,0.0,6.9,886.6,886.4
20:00,-0.8480480961564262,3.7,43.0,40.0,27.0,25.8,43.0,886.8,0.0,6.9,886.8,886.4
21:00,-0.8386705679454243,2.2,52.0,43.0,25.9,23.1,52.0,887.2,0.0,6.5,887.2,886.8
22:00,-0.8290375725550416,1.9,61.0,52.0,23.1,21.5,61.0,887.7,0.0,3.8,887.7,887.2
23:00,-0.5000000000000004,1.8,64.0,61.0,21.7,21.2,64.0,888.0,0.0,3.5,888.1,887.7
00:00,-0.3090169943749477,1.7,70.0,64.0,21.5,19.9,69.0,888.3,0.0,2.9,888.4,888.0
01:00,0.20791169081775931,5.3,78.0,68.0,20.5,18.4,78.0,889.6,0.0,9.9,889.6,888.3
02:00,-0.052335956242943564,4.6,84.0,78.0,18.4,16.4,82.0,890.6,0.0,10.3,890.7,889.5
03:00,0.03489949670250114,4.7,83.0,77.0,16.5,14.8,78.0,890.4,0.0,10.9,890.8,890.4
04:00,0.40673664307580043,4.0,80.0,78.0,14.8,14.5,80.0,890.7,0.0,9.6,890.7,890.4
05:00,0.2756373558169992,3.1,82.0,80.0,14.5,14.2,82.0,890.0,0.0,8.4,890.7,890.0
06:00,0.06975647374412552,3.5,83.0,82.0,14.2,14.0,83.0,890.1,0.0,7.4,890.3,890.0
07:00,0.10452846326765373,3.1,85.0,83.0,14.1,13.9,84.0,889.9,0.0,6.9,890.1,889.6
08:00,0.0871557427476582,2.9,85.0,84.0,14.3,14.0,85.0,890.4,0.0,7.0,890.4,889.8
09:00,0.03489949670250114,2.7,86.0,85.0,14.4,14.2,86.0,890.9,0.0,7.1,890.9,890.4
10:00,-0.052335956242943564,3.1,86.0,85.0,15.0,14.4,86.0,891.4,0.0,6.2,891.6,890.9
11:00,-0.15643446504023073,2.4,92.0,86.0,15.1,14.4,92.0,892.4,1.4,8.0,892.4,891.4
12:00,-0.017452406437283637,1.9,93.0,92.0,14.7,14.3,92.0,892.4,0.6,5.7,892.6,892.3
13:00,0.42261826174069944,0.5,92.0,84.0,16.0,14.7,87.0,892.5,0.2,4.3,892.5,892.3
14:00,-0.9998476951563913,1.6,88.0,82.0,16.9,15.9,83.0,892.3,0.0,2.9,892.5,892.3
15:00,-0.9396926207859083,2.0,87.0,80.0,17.8,16.7,81.0,891.7,0.0,4.1,892.3,891.7
16:00,-0.9781476007338056,2.2,82.0,69.0,19.4,17.8,76.0,891.0,0.2,6.6,891.6,891.0
17:00,-0.27563735581699894,4.3,92.0,76.0,18.1,16.2,86.0,889.9,1.4,7.4,891.1,889.8
18:00,-0.544639035015027,3.0,89.0,82.0,18.0,16.8,82.0,889.3,0.0,7.0,889.9,889.1
19:00,-0.22495105434386534,3.8,82.0,72.0,19.2,18.0,73.0,888.8,0.0,6.4,889.3,888.8
20:00,-0.5591929034707466,1.6,78.0,71.0,19.4,18.8,78.0,888.4,0.0,6.1,888.8,888.1
21:00,-0.6946583704589976,1.7,80.0,75.0,18.8,18.1,79.0,889.3,0.0,5.8,889.3,888.4
22:00,-0.3420201433256686,1.5,85.0,79.0,18.3,16.8,84.0,889.3,0.0,4.5,889.4,889.2
23:00,-0.4226182617406992,0.8,91.0,84.0,16.8,15.5,91.0,889.9,0.0,2.5,889.9,889.3
00:00,0.9902680687415704,0.4,93.0,87.0,16.1,14.9,91.0,890.4,0.0,2.0,890.4,889.9
01:00,-0.8191520442889918,0.2,94.0,89.0,15.4,14.4,90.0,890.6,0.0,0.8,890.7,890.4
02:00,0.258819045102521,1.1,93.0,89.0,15.7,14.3,89.0,890.1,0.0,2.6,890.6,890.1
03:00,0.6018150231520482,1.3,94.0,89.0,15.4,14.0,91.0,889.7,0.0,2.0,890.1,889.7
04:00,0.2923717047227366,0.9,92.0,86.0,15.3,14.4,88.0,889.4,0.0,2.5,889.8,889.4
05:00,0.39073112848927377,1.1,91.0,88.0,15.3,14.3,90.0,889.0,0.0,1.9,889.5,889.0
06:00,0.788010753606722,1.5,93.0,90.0,15.4,14.4,92.0,888.7,0.0,2.6,889.0,888.7
07:00,0.7431448254773942,2.1,94.0,92.0,15.0,14.3,92.0,888.8,0.0,3.1,888.8,888.7
08:00,0.6691306063588585,2.0,94.0,92.0,14.6,14.2,94.0,889.1,0.0,3.4,889.1,888.8
09:00,0.8987940462991669,2.0,96.0,94.0,14.6,14.2,96.0,889.2,0.0,3.6,889.2,889.1
10:00,0.7193398003386511,2.0,97.0,96.0,14.5,14.0,97.0,889.7,0.0,3.9,889.7,889.1
11:00,0.8290375725550417,2.3,97.0,97.0,15.0,14.5,97.0,890.1,0.0,4.9,890.3,889.7
12:00,0.9993908270190958,3.1,97.0,91.0,16.8,15.1,91.0,890.6,0.0,5.4,890.6,890.0
13:00,0.9205048534524403,2.4,92.0,88.0,17.8,16.5,89.0,890.8,0.0,5.6,890.9,890.6
14:00,0.7431448254773942,2.7,89.0,79.0,19.0,17.7,82.0,890.6,0.0,5.4,890.9,890.6
15:00,0.6156614753256584,2.3,83.0,76.0,19.3,18.0,76.0,889.8,0.0,4.7,890.6,889.8
16:00,0.7071067811865476,2.3,77.0,64.0,21.2,19.2,67.0,889.2,0.0,4.0,889.8,889.2
17:00,0.6819983600624986,1.8,67.0,59.0,22.2,20.7,60.0,888.2,0.0,3.9,889.2,888.2
18:00,0.8571673007021123,2.0,64.0,57.0,23.2,21.6,58.0,887.8,0.0,5.0,888.2,887.8
19:00,0.7986355100472927,1.9,59.0,56.0,23.5,22.2,59.0,887.9,0.0,4.6,887.9,887.8
20:00,0.838670567945424,2.4,62.0,57.0,22.7,21.6,62.0,888.0,0.0,4.6,888.1,887.8
21:00,0.4694715627858907,2.0,67.0,62.0,21.6,20.3,67.0,888.3,0.0,4.3,888.3,888.0
22:00,0.8571673007021123,2.0,71.0,67.0,20.3,19.5,70.0,888.7,0.0,4.0,888.7,888.2
23:00,0.9396926207859084,2.5,72.0,69.0,19.6,18.8,72.0,889.3,0.0,4.8,889.3,888.7
00:00,0.8910065241883679,2.5,77.0,71.0,18.9,18.1,77.0,889.7,0.0,5.4,889.8,889.3
01:00,0.8987940462991669,3.4,80.0,77.0,18.2,17.9,79.0,889.9,0.0,5.4,889.9,889.7
02:00,0.9205048534524403,2.0,83.0,79.0,18.0,17.0,83.0,890.0,0.0,5.4,890.0,889.9
03:00,0.90630778703665,1.9,83.0,82.0,17.2,16.7,82.0,889.8,0.0,4.0,890.0,889.8
04:00,0.9902680687415704,1.9,82.0,81.0,16.9,16.6,82.0,889.3,0.0,3.5,889.8,889.3
05:00,0.9205048534524403,1.9,84.0,81.0,16.8,16.3,84.0,888.6,0.0,4.0,889.3,888.6
06:00,0.9659258262890683,1.9,88.0,83.0,16.5,15.2,85.0,888.2,0.0,3.7,888.6,888.2
07:00,0.9135454576426009,2.1,86.0,84.0,16.1,15.7,85.0,888.0,0.0,3.7,888.2,888.0
08:00,0.8290375725550417,1.7,90.0,84.0,16.1,14.6,89.0,888.1,0.0,3.9,888.2,888.0
09:00,0.9135454576426009,2.5,91.0,86.0,15.6,14.6,87.0,888.4,0.0,4.2,888.4,888.1
10:00,0.9876883405951378,3.1,89.0,86.0,15.6,14.9,89.0,888.8,0.0,5.5,888.8,888.4
11:00,0.9612616959383189,3.0,89.0,85.0,16.6,15.2,85.0,889.7,0.0,5.7,889.7,888.8
12:00,0.9455185755993168,4.5,87.0,81.0,17.7,16.4,82.0,890.4,0.0,7.8,890.4,889.7
13:00,0.9876883405951378,3.9,83.0,74.0,19.4,17.2,77.0,890.7,0.0,8.6,890.7,890.4
14:00,0.9998476951563913,3.0,77.0,67.0,21.4,19.0,67.0,890.5,0.0,7.0,890.7,890.5
15:00,0.9335804264972017,4.1,69.0,59.0,23.1,20.8,62.0,889.8,0.0,7.4,890.5,889.8
16:00,0.9781476007338057,3.7,63.0,53.0,24.2,21.8,55.0,889.0,0.0,7.0,889.8,888.9
17:00,0.9781476007338057,3.9,56.0,50.0,25.0,23.3,50.0,888.4,0.0,7.3,889.0,888.4
18:00,0.9993908270190958,3.0,53.0,47.0,25.1,23.5,51.0,888.0,0.0,6.5,888.4,888.0
19:00,0.9781476007338056,2.6,51.0,45.0,25.3,23.8,50.0,887.9,0.0,6.3,888.0,887.9
20:00,0.9993908270190958,3.0,55.0,48.0,24.5,23.5,54.0,888.3,0.0,6.2,888.4,887.9
21:00,0.9335804264972017,2.8,58.0,53.0,23.7,22.4,57.0,888.9,0.0,6.6,888.9,888.3
22:00,0.8660254037844387,3.0,65.0,57.0,22.5,21.4,65.0,889.4,0.0,6.7,889.4,888.9
23:00,0.9271838545667874,3.3,68.0,65.0,21.4,20.6,68.0,890.1,0.0,6.9,890.1,889.4
00:00,0.9455185755993168,3.3,71.0,68.0,20.6,19.6,71.0,890.6,0.0,6.5,890.6,890.1
01:00,0.8910065241883679,3.4,74.0,71.0,19.7,19.0,72.0,890.9,0.0,7.3,890.9,890.6
02:00,0.9271838545667874,3.1,76.0,72.0,19.3,18.5,76.0,891.0,0.0,7.3,891.0,890.9
03:00,0.8571673007021123,2.7,79.0,76.0,18.6,17.9,79.0,890.9,0.0,6.0,891.0,890.9
04:00,0.7313537016191706,1.6,82.0,79.0,18.0,17.3,81.0,890.8,0.0,5.2,890.9,890.8
05:00,0.9455185755993168,2.5,82.0,81.0,17.5,17.1,81.0,890.6,0.0,4.4,890.8,890.6
06:00,0.9563047559630355,3.4,84.0,81.0,17.4,16.7,84.0,890.1,0.0,6.8,890.6,890.1
07:00,0.9975640502598242,3.0,88.0,84.0,16.8,16.0,88.0,890.1,0.0,6.8,890.2,890.1
08:00,0.9271838545667874,2.4,90.0,88.0,16.1,15.6,90.0,890.4,0.0,5.0,890.4,890.1
09:00,0.90630778703665,2.0,91.0,90.0,15.6,15.2,91.0,890.9,0.0,4.0,890.9,890.4
10:00,0.8480480961564261,1.9,92.0,91.0,15.4,15.1,92.0,891.7,0.0,4.4,891.7,890.9
11:00,0.9902680687415704,4.0,92.0,84.0,16.7,15.1,85.0,892.4,0.0,5.9,892.4,891.7
12:00,1.0,2.9,85.0,78.0,18.1,16.7,79.0,893.1,0.0,7.3,893.1,892.4
13:00,0.9993908270190958,3.4,79.0,72.0,19.6,18.0,73.0,893.1,0.0,6.8,893.1,893.0
14:00,0.9998476951563913,2.7,74.0,66.0,21.3,19.3,66.0,892.9,0.0,7.3,893.1,892.9
15:00,0.9993908270190958,3.0,68.0,57.0,23.1,20.5,58.0,892.1,0.0,6.8,892.9,892.1
16:00,0.9659258262890683,3.9,60.0,52.0,24.0,22.3,55.0,891.1,0.0,7.5,892.1,891.1
17:00,0.8829475928589269,3.6,57.0,49.0,24.7,22.6,55.0,890.1,0.0,7.5,891.2,890.1
18:00,0.7071067811865476,2.5,55.0,46.0,24.4,22.7,50.0,889.6,0.0,7.5,890.2,889.6
19:00,0.9063077870366499,2.9,54.0,47.0,24.2,22.9,52.0,889.3,0.0,6.4,889.6,889.2
20:00,0.8090169943749475,2.5,54.0,49.0,23.9,22.4,54.0,889.4,0.0,5.9,889.4,889.3
21:00,0.90630778703665,2.2,59.0,54.0,22.4,21.2,59.0,889.7,0.0,5.5,889.7,889.4
22:00,0.9925461516413221,2.4,61.0,59.0,21.2,20.5,60.0,890.1,0.0,4.5,890.1,889.7
23:00,0.9702957262759965,2.0,65.0,59.0,20.9,19.7,65.0,890.5,0.0,4.7,890.6,890.1
00:00,0.9612616959383189,3.1,66.0,65.0,19.9,19.1,66.0,890.7,0.0,5.5,890.7,890.5
01:00,0.9945218953682733,3.4,71.0,66.0,19.3,18.2,71.0,890.8,0.0,6.4,890.9,890.7
02:00,0.9135454576426009,2.8,73.0,71.0,18.3,17.7,73.0,890.7,0.0,5.3,890.9,890.7
03:00,0.9945218953682733,1.7,77.0,73.0,17.7,16.7,77.0,890.6,0.0,4.8,890.8,890.6
04:00,0.9612616959383189,2.0,78.0,76.0,16.9,16.2,77.0,890.3,0.0,4.2,890.6,890.3
05:00,0.45399049973954686,0.7,85.0,76.0,16.5,14.6,85.0,889.8,0.0,3.7,890.3,889.8
